address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"26 Bond Street, Somerville MA",Bond Street,26,42.395464,-71.095617,Healey,Healey,5,0.1433,Healey,0.1433,0.0,False,False,0.9471,1.0991,1.7391,0.3085,0.1433,1.1462,0.6821,,,,,
"50 Bond Street, Somerville MA",Bond Street,50,42.3954,-71.095605,Healey,Healey,5,0.1477,Healey,0.1477,0.0,False,False,0.9483,1.098,1.7415,0.3051,0.1477,1.1419,0.679,,,,,
"74 Bond Street, Somerville MA",Bond Street,74,42.395615,-71.095377,Healey,Healey,5,0.1323,Healey,0.1323,0.0,False,False,0.9579,1.1144,1.7458,0.3238,0.1323,1.1582,0.6783,,,,,
"2 Butler Drive, Somerville MA",Butler Drive,2,42.395174,-71.091428,Healey,Healey,9,0.2584,Healey,0.2584,0.0,False,False,1.1616,1.2929,1.9424,0.4473,0.2584,1.1752,0.5078,,,,,
"26 Butler Drive, Somerville MA",Butler Drive,26,42.395128,-71.091275,Healey,Healey,9,0.2664,Healey,0.2664,0.0,False,False,1.1698,1.2994,1.9508,0.4522,0.2664,1.1746,0.5002,,,,,
"50 Butler Drive, Somerville MA",Butler Drive,50,42.395172,-71.091241,Healey,Healey,9,0.2659,Healey,0.2659,0.0,False,False,1.1711,1.3019,1.9512,0.4553,0.2659,1.1781,0.5013,,,,,
"74 Butler Drive, Somerville MA",Butler Drive,74,42.395217,-71.091207,Healey,Healey,9,0.2654,Healey,0.2654,0.0,False,False,1.1724,1.3046,1.9516,0.4584,0.2654,1.1816,0.5025,,,,,
"98 Butler Drive, Somerville MA",Butler Drive,98,42.395352,-71.091293,Healey,Healey,8,0.2563,Healey,0.2563,0.0,False,False,1.167,1.3033,1.944,0.4598,0.2563,1.189,0.5124,,,,,
"1 Canal Lane, Somerville MA",Canal Lane,1,42.396929,-71.093777,Healey,Healey,7,0.0908,Healey,0.0908,0.0,False,False,1.0327,1.2259,1.7858,0.4447,0.0908,1.2617,0.6782,,,,,
"26 Canal Lane, Somerville MA",Canal Lane,26,42.39674,-71.093715,Healey,Healey,7,0.1001,Healey,0.1001,0.0,False,False,1.0363,1.2233,1.7935,0.436,0.1001,1.2496,0.6665,,,,,
"50 Canal Lane, Somerville MA",Canal Lane,50,42.396865,-71.093863,Healey,Healey,7,0.0891,Healey,0.0891,0.0,False,False,1.0284,1.2201,1.7833,0.4386,0.0891,1.2565,0.6779,,,,,
"74 Canal Lane, Somerville MA",Canal Lane,74,42.396978,-71.094013,Healey,Healey,7,0.0786,Healey,0.0786,0.0,False,False,1.0206,1.2165,1.7734,0.4407,0.0786,1.2627,0.6889,,,,,
"99 Canal Lane, Somerville MA",Canal Lane,99,42.396929,-71.093777,Healey,Healey,7,0.0908,Healey,0.0908,0.0,False,False,1.0327,1.2259,1.7858,0.4447,0.0908,1.2617,0.6782,,,,,
"301 Canal Street, Somerville MA",Canal Street,301,42.394217,-71.079225,Healey,Healey,26,0.8545,East Somerville,0.4174,0.4371,True,True,1.7877,1.8821,2.5479,1.0142,0.8545,1.4444,0.4174,,,,,
"334 Canal Street, Somerville MA",Canal Street,334,42.394265,-71.080154,Healey,Healey,25,0.808,East Somerville,0.3898,0.4182,True,True,1.7402,1.8361,2.502,0.9681,0.808,1.4147,0.3898,,,,,
"367 Canal Street, Somerville MA",Canal Street,367,42.394515,-71.078016,Healey,Healey,27,0.9092,East Somerville,0.4752,0.434,True,True,1.8467,1.9465,2.5999,1.0785,0.9092,1.5021,0.4752,,,,,
"400 Canal Street, Somerville MA",Canal Street,400,42.394001,-71.079317,Healey,Healey,26,0.8542,East Somerville,0.4033,0.4509,True,True,1.7849,1.8749,2.5483,1.007,0.8542,1.4303,0.4033,,,,,
"433 Canal Street, Somerville MA",Canal Street,433,42.394247,-71.080229,Healey,Healey,25,0.8047,East Somerville,0.3865,0.4182,True,True,1.7366,1.8321,2.4988,0.9641,0.8047,1.4112,0.3865,,,,,
"466 Canal Street, Somerville MA",Canal Street,466,42.393743,-71.078713,Healey,Healey,26,0.8888,East Somerville,0.4128,0.476,True,True,1.8178,1.9024,2.5833,1.0349,0.8888,1.4392,0.4128,,,,,
"499 Canal Street, Somerville MA",Canal Street,499,42.393743,-71.078713,Healey,Healey,26,0.8888,East Somerville,0.4128,0.476,True,True,1.8178,1.9024,2.5833,1.0349,0.8888,1.4392,0.4128,,,,,
"1 Century Street, Somerville MA",Century Street,1,42.397533,-71.096639,Healey,Healey,2,0.0653,Healey,0.0653,0.0,False,False,0.8865,1.1159,1.6346,0.42,0.0653,1.2827,0.812,,,,,
"26 Century Street, Somerville MA",Century Street,26,42.397019,-71.097079,Healey,Healey,3,0.0946,Healey,0.0946,0.0,False,False,0.8641,1.0788,1.6272,0.38,0.0946,1.2456,0.8064,,,,,
"50 Century Street, Somerville MA",Century Street,50,42.396916,-71.097188,Healey,Healey,3,0.1025,Healey,0.1025,0.0,False,False,0.8588,1.0705,1.6248,0.3719,0.1025,1.2381,0.8063,,,,,
"74 Century Street, Somerville MA",Century Street,74,42.396851,-71.097267,Healey,Healey,3,0.108,Healey,0.108,0.0,False,False,0.8549,1.0648,1.6229,0.3666,0.108,1.2334,0.8068,,,,,
"1 Crest Hill Road, Somerville MA",Crest Hill Road,1,42.398737,-71.086784,Healey,Healey,14,0.4455,Healey,0.4455,0.0,False,False,1.3927,1.6025,2.0887,0.7838,0.4455,1.4907,0.6302,,,,,
"26 Crest Hill Road, Somerville MA",Crest Hill Road,26,42.398623,-71.086996,Healey,Healey,14,0.4334,Healey,0.4334,0.0,False,False,1.3814,1.5894,2.0802,0.7705,0.4334,1.4791,0.6244,,,,,
"50 Crest Hill Road, Somerville MA",Crest Hill Road,50,42.398763,-71.086807,Healey,Healey,14,0.4446,Healey,0.4446,0.0,False,False,1.3917,1.6021,2.0871,0.784,0.4446,1.4919,0.6322,,,,,
"74 Crest Hill Road, Somerville MA",Crest Hill Road,74,42.398903,-71.086617,Healey,Healey,14,0.4561,Healey,0.4561,0.0,False,False,1.4021,1.6149,2.0942,0.7976,0.4561,1.5047,0.6402,,,,,
"1 Derby Street, Somerville MA",Derby Street,1,42.39293,-71.088911,Healey,Healey,14,0.4575,East Somerville,0.3068,0.1507,True,True,1.3159,1.3799,2.1233,0.512,0.4575,1.082,0.3068,,,,,
"26 Derby Street, Somerville MA",Derby Street,26,42.393571,-71.089813,Healey,Healey,12,0.3936,East Somerville,0.3707,0.0229,True,False,1.2613,1.3434,2.0628,0.4769,0.3936,1.1018,0.3707,,,,,
"50 Derby Street, Somerville MA",Derby Street,50,42.394092,-71.090485,Healey,Healey,11,0.344,Healey,0.344,0.0,False,False,1.2207,1.3184,2.0166,0.456,0.344,1.1215,0.4204,,,,,
"74 Derby Street, Somerville MA",Derby Street,74,42.394669,-71.091257,Healey,Healey,10,0.2879,Healey,0.2879,0.0,False,False,1.1752,1.2909,1.9643,0.4371,0.2879,1.1449,0.4764,,,,,
"99 Derby Street, Somerville MA",Derby Street,99,42.395068,-71.091252,Healey,Healey,9,0.27,Healey,0.27,0.0,False,False,1.1715,1.2992,1.9535,0.4511,0.27,1.1711,0.4963,,,,,
"1 Douglas Avenue, Somerville MA",Douglas Avenue,1,42.395328,-71.096978,Healey,Healey,5,0.1731,Healey,0.1731,0.0,False,False,0.8797,1.0315,1.6806,0.2694,0.1731,1.1294,0.7348,,,,,
"26 Douglas Avenue, Somerville MA",Douglas Avenue,26,42.395526,-71.097039,Healey,Healey,5,0.1628,Healey,0.1628,0.0,False,False,0.8746,1.0342,1.6718,0.2813,0.1628,1.1428,0.7447,,,,,
"50 Douglas Avenue, Somerville MA",Douglas Avenue,50,42.395589,-71.097167,Healey,Healey,5,0.1627,Healey,0.1627,0.0,False,False,0.8675,1.03,1.664,0.2835,0.1627,1.1467,0.7525,,,,,
"74 Douglas Avenue, Somerville MA",Douglas Avenue,74,42.395652,-71.097295,Healey,Healey,4,0.1631,Healey,0.1631,0.0,False,False,0.8605,1.0259,1.6562,0.2858,0.1631,1.1506,0.7604,,,,,
"99 Douglas Avenue, Somerville MA",Douglas Avenue,99,42.395581,-71.097489,Healey,Healey,4,0.173,Healey,0.173,0.0,False,False,0.8513,1.0149,1.6495,0.2785,0.173,1.1452,0.7662,,,,,
"2 Edgar Avenue, Somerville MA",Edgar Avenue,2,42.396541,-71.096813,Healey,Healey,3,0.1008,Healey,0.1008,0.0,False,False,0.8791,1.0751,1.6527,0.3517,0.1008,1.2136,0.7753,,,,,
"26 Edgar Avenue, Somerville MA",Edgar Avenue,26,42.396256,-71.096671,Healey,Healey,3,0.1106,Healey,0.1106,0.0,False,False,0.8877,1.0727,1.6673,0.3351,0.1106,1.1946,0.7577,,,,,
"50 Edgar Avenue, Somerville MA",Edgar Avenue,50,42.396755,-71.096214,Healey,Healey,2,0.069,Healey,0.069,0.0,False,False,0.9088,1.109,1.6749,0.3754,0.069,1.2311,0.7606,,,,,
"75 Edgar Avenue, Somerville MA",Edgar Avenue,75,42.396532,-71.096825,Healey,Healey,3,0.1017,Healey,0.1017,0.0,False,False,0.8785,1.0743,1.6524,0.3509,0.1017,1.213,0.7755,,,,,
"99 Edgar Avenue, Somerville MA",Edgar Avenue,99,42.397114,-71.095755,Healey,Healey,2,0.0351,Healey,0.0351,0.0,False,False,0.9316,1.1413,1.6872,0.4071,0.0351,1.2583,0.7591,,,,,
"1 Edgar Court, Somerville MA",Edgar Court,1,42.39679,-71.096581,Healey,Healey,2,0.0806,Healey,0.0806,0.0,False,False,0.89,1.0935,1.6567,0.3716,0.0806,1.2318,0.7766,,,,,
"26 Edgar Court, Somerville MA",Edgar Court,26,42.397235,-71.09621,Healey,Healey,2,0.0479,Healey,0.0479,0.0,False,False,0.9083,1.1248,1.6625,0.4067,0.0479,1.2641,0.782,,,,,
"50 Edgar Court, Somerville MA",Edgar Court,50,42.397292,-71.096328,Healey,Healey,2,0.0521,Healey,0.0521,0.0,False,False,0.9022,1.1214,1.6555,0.4086,0.0521,1.2675,0.7891,,,,,
"74 Edgar Court, Somerville MA",Edgar Court,74,42.397348,-71.096446,Healey,Healey,2,0.0568,Healey,0.0568,0.0,False,False,0.8962,1.1181,1.6484,0.4104,0.0568,1.2708,0.7962,,,,,
"99 Edgar Court, Somerville MA",Edgar Court,99,42.397114,-71.095755,Healey,Healey,2,0.0351,Healey,0.0351,0.0,False,False,0.9316,1.1413,1.6872,0.4071,0.0351,1.2583,0.7591,,,,,
"1 Edgar Terrace, Somerville MA",Edgar Terrace,1,42.39679,-71.096581,Healey,Healey,2,0.0806,Healey,0.0806,0.0,False,False,0.89,1.0935,1.6567,0.3716,0.0806,1.2318,0.7766,,,,,
"26 Edgar Terrace, Somerville MA",Edgar Terrace,26,42.396796,-71.096597,Healey,Healey,2,0.081,Healey,0.081,0.0,False,False,0.8892,1.093,1.6558,0.3717,0.081,1.2321,0.7775,,,,,
"50 Edgar Terrace, Somerville MA",Edgar Terrace,50,42.39684,-71.096688,Healey,Healey,3,0.0829,Healey,0.0829,0.0,False,False,0.8844,1.0904,1.6504,0.3733,0.0829,1.2347,0.783,,,,,
"74 Edgar Terrace, Somerville MA",Edgar Terrace,74,42.396911,-71.096821,Healey,Healey,3,0.0859,Healey,0.0859,0.0,False,False,0.8775,1.0867,1.6422,0.3761,0.0859,1.2391,0.7914,,,,,
"99 Edgar Terrace, Somerville MA",Edgar Terrace,99,42.396532,-71.097307,Healey,Healey,4,0.1209,Healey,0.1209,0.0,False,False,0.8539,1.0525,1.6299,0.3446,0.1209,1.2113,0.7952,,,,,
"200 Fellsway, Somerville MA",Fellsway,200,42.397594,-71.08519,Healey,Healey,18,0.5189,Healey,0.5189,0.0,False,False,1.4707,1.6484,2.1877,0.8061,0.5189,1.4556,0.5429,,,,,
"224 Fellsway, Somerville MA",Fellsway,224,42.397725,-71.085173,Healey,Healey,18,0.52,Healey,0.52,0.0,False,False,1.4717,1.6524,2.1861,0.8115,0.52,1.464,0.5519,,,,,
"274 Fellsway, Somerville MA",Fellsway,274,42.393022,-71.086981,Healey,Healey,16,0.529,East Somerville,0.2541,0.2749,True,True,1.4106,1.478,2.2099,0.6102,0.529,1.1361,0.2541,,,,,
"298 Fellsway, Somerville MA",Fellsway,298,42.393452,-71.086438,Healey,Healey,15,0.5354,East Somerville,0.2707,0.2647,True,True,1.4318,1.5105,2.2233,0.6426,0.5354,1.176,0.2707,,,,,
"1 Fenwick Street, Somerville MA",Fenwick Street,1,42.394389,-71.095421,Healey,Healey,7,0.217,Healey,0.217,0.0,False,False,0.9696,1.0824,1.7808,0.255,0.217,1.0741,0.6333,,,,,
"26 Fenwick Street, Somerville MA",Fenwick Street,26,42.394916,-71.095451,Healey,Healey,6,0.1807,Healey,0.1807,0.0,False,False,0.9612,1.0932,1.7631,0.282,0.1807,1.1099,0.6538,,,,,
"50 Fenwick Street, Somerville MA",Fenwick Street,50,42.395043,-71.094874,Healey,Healey,6,0.1736,Healey,0.1736,0.0,False,False,0.9888,1.1238,1.7858,0.3074,0.1736,1.1233,0.6343,,,,,
"74 Fenwick Street, Somerville MA",Fenwick Street,74,42.39528,-71.094665,Healey,Healey,6,0.1595,Healey,0.1595,0.0,False,False,0.9969,1.1396,1.7885,0.3268,0.1595,1.1413,0.6354,,,,,
"99 Fenwick Street, Somerville MA",Fenwick Street,99,42.395462,-71.094492,Healey,Healey,5,0.1496,Healey,0.1496,0.0,False,False,1.004,1.1523,1.7912,0.3421,0.1496,1.1552,0.6361,,,,,
"1 Florence Terrace, Somerville MA",Florence Terrace,1,42.394486,-71.093162,Healey,Healey,8,0.2384,Healey,0.2384,0.0,False,False,1.0814,1.1942,1.8812,0.3473,0.2384,1.1043,0.5411,,,,,
"26 Florence Terrace, Somerville MA",Florence Terrace,26,42.394459,-71.092986,Healey,Healey,8,0.2443,Healey,0.2443,0.0,False,False,1.0906,1.2022,1.8901,0.3538,0.2443,1.1049,0.5328,,,,,
"50 Florence Terrace, Somerville MA",Florence Terrace,50,42.394531,-71.092922,Healey,Healey,8,0.2417,Healey,0.2417,0.0,False,False,1.0929,1.2068,1.8909,0.3592,0.2417,1.1105,0.5333,,,,,
"74 Florence Terrace, Somerville MA",Florence Terrace,74,42.394604,-71.092858,Healey,Healey,8,0.2391,Healey,0.2391,0.0,False,False,1.0953,1.2114,1.8918,0.3647,0.2391,1.1163,0.5339,,,,,
"99 Florence Terrace, Somerville MA",Florence Terrace,99,42.394775,-71.092907,Healey,Healey,7,0.2278,Healey,0.2278,0.0,False,False,1.0909,1.2126,1.8845,0.3694,0.2278,1.127,0.5434,,,,,
"34 Fremont Street, Somerville MA",Fremont Street,34,42.397988,-71.098529,Healey,Healey,5,0.1648,Healey,0.1648,0.0,False,False,0.7913,1.0512,1.5333,0.437,0.1648,1.3099,0.906,,,,,
"67 Fremont Street, Somerville MA",Fremont Street,67,42.398688,-71.097359,Healey,Healey,4,0.1296,Healey,0.1296,0.0,False,False,0.855,1.1278,1.5724,0.4906,0.1296,1.3599,0.8931,,,,,
"100 Fremont Street, Somerville MA",Fremont Street,100,42.399766,-71.096843,Healey,Healey,6,0.172,Healey,0.172,0.0,False,False,0.8923,1.1928,1.5748,0.5684,0.172,1.4358,0.9284,,,,,
"133 Fremont Street, Somerville MA",Fremont Street,133,42.399849,-71.096746,Healey,Healey,6,0.1751,Healey,0.1751,0.0,False,False,0.8983,1.2002,1.5779,0.5749,0.1751,1.4418,0.9294,,,,,
"166 Fremont Street, Somerville MA",Fremont Street,166,42.399765,-71.096416,Healey,Healey,6,0.1636,Healey,0.1636,0.0,False,False,0.9137,1.2102,1.5957,0.5726,0.1636,1.4373,0.914,,,,,
"199 Fremont Street, Somerville MA",Fremont Street,199,42.400101,-71.096604,Healey,Healey,7,0.1886,Healey,0.1886,0.0,False,False,0.9089,1.2165,1.5802,0.5934,0.1886,1.4597,0.9379,,,,,
"34 Grant Street, Somerville MA",Grant Street,34,42.392764,-71.090525,Healey,Healey,12,0.4115,East Somerville,0.3622,0.0493,True,False,1.2387,1.2968,2.0544,0.4289,0.4115,1.0361,0.3622,,,,,
"67 Grant Street, Somerville MA",Grant Street,67,42.39341,-71.089003,Healey,Healey,13,0.4316,East Somerville,0.3345,0.0971,True,False,1.3041,1.3816,2.1049,0.5141,0.4316,1.1094,0.3345,,,,,
"100 Grant Street, Somerville MA",Grant Street,100,42.3944,-71.088272,Healey,Healey,13,0.4214,East Somerville,0.3692,0.0522,True,False,1.3285,1.4331,2.1116,0.5693,0.4214,1.1873,0.3692,,,,,
"133 Grant Street, Somerville MA",Grant Street,133,42.394284,-71.08838,Healey,Healey,13,0.4209,East Somerville,0.365,0.0559,True,False,1.3243,1.4258,2.1096,0.5615,0.4209,1.1776,0.365,,,,,
"166 Grant Street, Somerville MA",Grant Street,166,42.394233,-71.087932,Healey,Healey,13,0.4422,East Somerville,0.3507,0.0915,True,False,1.3475,1.4472,2.132,0.5821,0.4422,1.1849,0.3507,,,,,
"199 Grant Street, Somerville MA",Grant Street,199,42.394162,-71.087889,Healey,Healey,13,0.4466,East Somerville,0.3454,0.1012,True,False,1.3504,1.4482,2.136,0.5827,0.4466,1.1816,0.3454,,,,,
"301 Great River Road, Somerville MA",Great River Road,301,42.395751,-71.080947,Healey,Healey,23,0.7456,East Somerville,0.4576,0.288,True,True,1.6905,1.8183,2.4315,0.9536,0.7456,1.4674,0.4576,,,,,
"318 Great River Road, Somerville MA",Great River Road,318,42.395769,-71.080573,Healey,Healey,23,0.7643,East Somerville,0.4671,0.2972,True,True,1.7094,1.8371,2.4493,0.9722,0.7643,1.4802,0.4671,,,,,
"335 Great River Road, Somerville MA",Great River Road,335,42.395537,-71.080048,Healey,Healey,24,0.7933,East Somerville,0.466,0.3273,True,True,1.7372,1.8594,2.4796,0.9934,0.7933,1.4847,0.466,,,,,
"1 Heath Street, Somerville MA",Heath Street,1,42.393861,-71.09268,Healey,Healey,10,0.288,Healey,0.288,0.0,False,False,1.1141,1.2059,1.9222,0.347,0.288,1.0694,0.4958,,,,,
"34 Heath Street, Somerville MA",Heath Street,34,42.39417,-71.094073,Healey,Healey,8,0.2413,Healey,0.2413,0.0,False,False,1.0401,1.1434,1.849,0.2967,0.2413,1.0721,0.5667,,,,,
"67 Heath Street, Somerville MA",Heath Street,67,42.395125,-71.095197,Healey,Healey,6,0.1664,Healey,0.1664,0.0,False,False,0.9717,1.1104,1.7685,0.3014,0.1664,1.1261,0.6511,,,,,
"100 Heath Street, Somerville MA",Heath Street,100,42.395559,-71.096736,Healey,Healey,5,0.1532,Healey,0.1532,0.0,False,False,0.8896,1.0492,1.6847,0.2887,0.1532,1.1463,0.7329,,,,,
"133 Heath Street, Somerville MA",Heath Street,133,42.396684,-71.09789,Healey,Healey,5,0.1417,Healey,0.1417,0.0,False,False,0.8236,1.0314,1.5985,0.3497,0.1417,1.2204,0.8255,,,,,
"166 Heath Street, Somerville MA",Heath Street,166,42.396525,-71.097725,Healey,Healey,5,0.1392,Healey,0.1392,0.0,False,False,0.8327,1.0334,1.6107,0.3401,0.1392,1.2098,0.8122,,,,,
"199 Heath Street, Somerville MA",Heath Street,199,42.396684,-71.09789,Healey,Healey,5,0.1417,Healey,0.1417,0.0,False,False,0.8236,1.0314,1.5985,0.3497,0.1417,1.2204,0.8255,,,,,
"1 Jaques Street, Somerville MA",Jaques Street,1,42.392189,-71.088927,Healey,Healey,13,0.4939,East Somerville,0.2731,0.2208,True,True,1.3278,1.3709,2.1451,0.505,0.4939,1.0364,0.2731,,,,,
"34 Jaques Street, Somerville MA",Jaques Street,34,42.393522,-71.090683,Healey,Healey,10,0.3656,Healey,0.3656,0.0,False,False,1.2186,1.2994,2.0241,0.4334,0.3656,1.0812,0.4008,,,,,
"67 Jaques Street, Somerville MA",Jaques Street,67,42.394703,-71.092406,Healey,Healey,8,0.2467,Healey,0.2467,0.0,False,False,1.1169,1.2355,1.9099,0.3878,0.2467,1.1292,0.5207,,,,,
"100 Jaques Street, Somerville MA",Jaques Street,100,42.395267,-71.0942,Healey,Healey,6,0.1672,Healey,0.1672,0.0,False,False,1.0206,1.1614,1.8104,0.3419,0.1672,1.1449,0.616,,,,,
"133 Jaques Street, Somerville MA",Jaques Street,133,42.395922,-71.0955,Healey,Healey,4,0.1113,Healey,0.1113,0.0,False,False,0.9493,1.117,1.7313,0.3387,0.1113,1.1783,0.6962,,,,,
"166 Jaques Street, Somerville MA",Jaques Street,166,42.39647,-71.095853,Healey,Healey,3,0.0774,Healey,0.0774,0.0,False,False,0.9283,1.1167,1.6996,0.3643,0.0774,1.2136,0.7338,,,,,
"199 Jaques Street, Somerville MA",Jaques Street,199,42.396461,-71.096465,Healey,Healey,3,0.0929,Healey,0.0929,0.0,False,False,0.8971,1.0884,1.6712,0.352,0.0929,1.2096,0.7579,,,,,
"1 Langmaid Avenue, Somerville MA",Langmaid Avenue,1,42.39343,-71.093937,Healey,Healey,10,0.2924,Winter Hill,0.2763,0.0161,True,False,1.0586,1.1364,1.8786,0.2763,0.2924,1.0239,0.5347,,,,,
"26 Langmaid Avenue, Somerville MA",Langmaid Avenue,26,42.393168,-71.093757,Healey,Healey,10,0.3123,Winter Hill,0.2773,0.035,True,False,1.0722,1.141,1.8953,0.2773,0.3123,1.0086,0.5182,,,,,
"50 Langmaid Avenue, Somerville MA",Langmaid Avenue,50,42.393394,-71.093562,Healey,Healey,10,0.3001,Winter Hill,0.2926,0.0075,True,False,1.0778,1.1543,1.8967,0.2926,0.3001,1.0262,0.5168,,,,,
"74 Langmaid Avenue, Somerville MA",Langmaid Avenue,74,42.39362,-71.093367,Healey,Healey,10,0.2887,Healey,0.2887,0.0,False,False,1.0836,1.1678,1.8983,0.3082,0.2887,1.0438,0.516,,,,,
"99 Langmaid Avenue, Somerville MA",Langmaid Avenue,99,42.393618,-71.093347,Healey,Healey,10,0.2892,Healey,0.2892,0.0,False,False,1.0847,1.1688,1.8993,0.3091,0.2892,1.044,0.5151,,,,,
"1 Main Street, Somerville MA",Main Street,1,42.395009,-71.097393,Healey,Healey,6,0.2027,Healey,0.2027,0.0,False,False,0.8626,1.0034,1.6718,0.2418,0.2027,1.106,0.7419,,,,,
"26 Main Street, Somerville MA",Main Street,26,42.395942,-71.098048,Healey,Healey,6,0.1756,Healey,0.1756,0.0,False,False,0.8199,1.0001,1.6129,0.2978,0.1756,1.169,0.8036,,,,,
"50 Main Street, Somerville MA",Main Street,50,42.396713,-71.098841,Healey,Healey,6,0.1864,Healey,0.1864,0.0,False,False,0.7751,0.9903,1.5535,0.3487,0.1864,1.2218,0.8665,,,,,
"74 Main Street, Somerville MA",Main Street,74,42.396757,-71.098949,Healey,Healey,6,0.1908,Healey,0.1908,0.0,False,False,0.7694,0.9872,1.5472,0.3518,0.1908,1.2249,0.8728,,,,,
"99 Main Street, Somerville MA",Main Street,99,42.397121,-71.099608,Healey,Healey,7,0.2186,Healey,0.2186,0.0,False,False,0.735,0.9721,1.5062,0.3791,0.2186,1.2509,0.9147,,,,,
"1 Meacham Street, Somerville MA",Meacham Street,1,42.39753,-71.09536,Healey,Healey,0,0.0,Healey,0.0,0.0,False,False,0.9517,1.1726,1.6956,0.4414,0.0,1.2894,0.7642,,,,,
"26 Meacham Street, Somerville MA",Meacham Street,26,42.397728,-71.097052,Healey,Healey,3,0.0874,Healey,0.0874,0.0,False,False,0.8658,1.1047,1.6101,0.4281,0.0874,1.2946,0.8367,,,,,
"50 Meacham Street, Somerville MA",Meacham Street,50,42.398147,-71.097253,Healey,Healey,3,0.1056,Healey,0.1056,0.0,False,False,0.857,1.1115,1.5902,0.4546,0.1056,1.3229,0.8637,,,,,
"74 Meacham Street, Somerville MA",Meacham Street,74,42.398291,-71.097555,Healey,Healey,3,0.1237,Healey,0.1237,0.0,False,False,0.8424,1.1041,1.5723,0.462,0.1237,1.332,0.8818,,,,,
"1 Melville Road, Somerville MA",Melville Road,1,42.39829,-71.086163,Healey,Healey,15,0.4722,Healey,0.4722,0.0,False,False,1.4225,1.6195,2.1271,0.7906,0.4722,1.476,0.595,,,,,
"26 Melville Road, Somerville MA",Melville Road,26,42.398207,-71.086398,Healey,Healey,15,0.4597,Healey,0.4597,0.0,False,False,1.4103,1.6063,2.117,0.7775,0.4597,1.4657,0.591,,,,,
"50 Melville Road, Somerville MA",Melville Road,50,42.398362,-71.086193,Healey,Healey,15,0.4713,Healey,0.4713,0.0,False,False,1.4212,1.62,2.1244,0.7922,0.4713,1.4798,0.6002,,,,,
"74 Melville Road, Somerville MA",Melville Road,74,42.398517,-71.085987,Healey,Healey,15,0.4831,Healey,0.4831,0.0,False,False,1.4323,1.6338,2.1319,0.807,0.4831,1.494,0.6096,,,,,
"99 Melville Road, Somerville MA",Melville Road,99,42.398399,-71.086052,Healey,Healey,15,0.4787,Healey,0.4787,0.0,False,False,1.4286,1.6276,2.1307,0.7996,0.4787,1.4852,0.6018,,,,,
"1 Memorial Road, Somerville MA",Memorial Road,1,42.395673,-71.091415,Healey,Healey,8,0.2387,Healey,0.2387,0.0,False,False,1.1584,1.3046,1.9298,0.4674,0.2387,1.2081,0.5333,,,,,
"26 Memorial Road, Somerville MA",Memorial Road,26,42.395836,-71.091706,Healey,Healey,8,0.2201,Healey,0.2201,0.0,False,False,1.1426,1.2944,1.9118,0.4625,0.2201,1.2144,0.5515,,,,,
"50 Memorial Road, Somerville MA",Memorial Road,50,42.39611,-71.09328,Healey,Healey,6,0.1445,Healey,0.1445,0.0,False,False,1.061,1.2264,1.8303,0.4165,0.1445,1.2118,0.6198,,,,,
"74 Memorial Road, Somerville MA",Memorial Road,74,42.396547,-71.092637,Healey,Healey,7,0.1547,Healey,0.1547,0.0,False,False,1.0918,1.2683,1.8496,0.461,0.1547,1.2489,0.6197,,,,,
"99 Memorial Road, Somerville MA",Memorial Road,99,42.396939,-71.092426,Healey,Healey,7,0.1552,Healey,0.1552,0.0,False,False,1.1016,1.2889,1.8501,0.4882,0.1552,1.2778,0.6338,,,,,
"1 Moreland Street, Somerville MA",Moreland Street,1,42.396464,-71.098168,Healey,Healey,5,0.1611,Healey,0.1611,0.0,False,False,0.8104,1.0116,1.5919,0.333,0.1611,1.2049,0.8284,,,,,
"34 Moreland Street, Somerville MA",Moreland Street,34,42.397331,-71.097876,Healey,Healey,4,0.1291,Healey,0.1291,0.0,False,False,0.8232,1.0546,1.5813,0.3942,0.1291,1.2651,0.8516,,,,,
"67 Moreland Street, Somerville MA",Moreland Street,67,42.398159,-71.096673,Healey,Healey,3,0.0799,Healey,0.0799,0.0,False,False,0.8866,1.1369,1.6177,0.4615,0.0799,1.3256,0.8426,,,,,
"100 Moreland Street, Somerville MA",Moreland Street,100,42.39922,-71.096157,Healey,Healey,5,0.1236,Healey,0.1236,0.0,False,False,0.9205,1.1992,1.6192,0.539,0.1236,1.4009,0.877,,,,,
"133 Moreland Street, Somerville MA",Moreland Street,133,42.399512,-71.095801,Healey,Healey,6,0.1388,Healey,0.1388,0.0,False,False,0.9416,1.2256,1.6307,0.5632,0.1388,1.4228,0.8804,,,,,
"166 Moreland Street, Somerville MA",Moreland Street,166,42.399478,-71.095421,Healey,Healey,5,0.1346,Healey,0.1346,0.0,False,False,0.9603,1.2402,1.65,0.5665,0.1346,1.4226,0.8662,,,,,
