address,street,num,school,range_low,range_high,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio Address Line 4,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State / Province,Geocodio Nation,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Building Name,Geocodio Source,Geocodio Stable Address Key,Geocodio Match Type
"74 Cutter Street, Somerville MA",Cutter Street,74,EAST SOMERVILLE,1,99,42.385916,-71.084604,1,range_interpolation,74 Cutter St,,"Somerville, MA 02145",,74,Cutter St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnzzy72k7dyhgs9mc5b7awtgh8f3,
"1 Dana Street, Somerville MA",Dana Street,1,EAST SOMERVILLE,1,99,42.38036,-71.104105,0.95,range_interpolation,1 Dane Ave,,"Somerville, MA 02143",,1,Dane Ave,,,Somerville,MA,,Middlesex County,02143,US,,TIGER/Line® from the US Census Bureau,gcod_usnx86b2e9bbbxcbx3arvaeucnf4d,
"26 Dana Street, Somerville MA",Dana Street,26,EAST SOMERVILLE,1,99,42.387777,-71.090362,1,rooftop,26 Dana St,,"Somerville, MA 02145",,26,Dana St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnnhgtzxlfgqs2bp6f23dz8qd2wf,building_centroid
"50 Dana Street, Somerville MA",Dana Street,50,EAST SOMERVILLE,1,99,42.388048,-71.08981,1,range_interpolation,50 Dana St,,"Somerville, MA 02145",,50,Dana St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnnhgtzxlfgqs2b3g7t8c5yyj6m7,
"74 Dana Street, Somerville MA",Dana Street,74,EAST SOMERVILLE,1,99,42.388264,-71.089662,1,range_interpolation,74 Dana St,,"Somerville, MA 02145",,74,Dana St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnnhgtzxlfgqs2bhhzc3hn5dmd65,
"1 Delaware Street, Somerville MA",Delaware Street,1,EAST SOMERVILLE,1,99,42.385859,-71.089561,0.89,nearest_rooftop_match,6 Delaware St,,"Somerville, MA 02145",,6,Delaware St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn3y6hcmdd7ux87ek3fh6pzrh482,building_centroid
"26 Delaware Street, Somerville MA",Delaware Street,26,EAST SOMERVILLE,1,99,42.385923,-71.090348,1,rooftop,26 Delaware St,,"Somerville, MA 02145",,26,Delaware St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn3y6hcmdd7ux87nbxtgu9rapl7a,building_centroid
"50 Delaware Street, Somerville MA",Delaware Street,50,EAST SOMERVILLE,1,99,42.386063,-71.089886,1,range_interpolation,50 Delaware St,,"Somerville, MA 02145",,50,Delaware St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn3y6hcmdd7ux87vxj42u6hs4mne,
"74 Delaware Street, Somerville MA",Delaware Street,74,EAST SOMERVILLE,1,99,42.386182,-71.090221,1,range_interpolation,74 Delaware St,,"Somerville, MA 02145",,74,Delaware St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn3y6hcmdd7ux8739qjv6x7he8hd,
"1 Dell Street, Somerville MA",Dell Street,1,EAST SOMERVILLE,1,199,42.382939,-71.087848,0.94,nearest_rooftop_match,3 Dell St,,"Somerville, MA 02145",,3,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnq4aq6ee7jkcuab8exshavzlyt6,building_centroid
"34 Dell Street, Somerville MA",Dell Street,34,EAST SOMERVILLE,1,199,42.382973,-71.087933,1,range_interpolation,34 Dell St,,"Somerville, MA 02145",,34,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnq4aq6ee7jkcua9hy4hxfh3snsf,
"67 Dell Street, Somerville MA",Dell Street,67,EAST SOMERVILLE,1,199,42.382908,-71.088907,1,range_interpolation,67 Dell St,,"Somerville, MA 02145",,67,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnq4aq6ee7jkcuav4mez82vcgzfc,
"100 Dell Street, Somerville MA",Dell Street,100,EAST SOMERVILLE,1,199,42.383125,-71.088522,1,range_interpolation,100 Dell St,,"Somerville, MA 02145",,100,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnq4aq6ee7jkcuakx2wb6s8pxw3h,
"133 Dell Street, Somerville MA",Dell Street,133,EAST SOMERVILLE,1,199,42.383084,-71.088413,0.85,nearest_rooftop_match,13A Dell St,,"Somerville, MA 02145",,13A,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnq4aq6ee7jkcuasxarvtpwlcyud,building_centroid
"166 Dell Street, Somerville MA",Dell Street,166,EAST SOMERVILLE,1,199,42.38323,-71.089222,1,range_interpolation,166 Dell St,,"Somerville, MA 02145",,166,Dell St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnq4aq6ee7jkcuar2yf4vbk8pl76,
"1 Edmands Street, Somerville MA",Edmands Street,1,EAST SOMERVILLE,1,99,42.388573,-71.089631,1,range_interpolation,1 Edmands St,,"Somerville, MA 02145",,1,Edmands St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnbdcm4gtngk8m2z3bmhyqzmfbza,
"26 Edmands Street, Somerville MA",Edmands Street,26,EAST SOMERVILLE,1,99,42.388771,-71.089244,1,range_interpolation,26 Edmands St,,"Somerville, MA 02145",,26,Edmands St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnbdcm4gtngk8m2cvuu5umkb45wg,
"50 Edmands Street, Somerville MA",Edmands Street,50,EAST SOMERVILLE,1,99,42.389063,-71.088972,1,range_interpolation,50 Edmands St,,"Somerville, MA 02145",,50,Edmands St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnbdcm4gtngk8m2wakb965s8kpdh,
"74 Edmands Street, Somerville MA",Edmands Street,74,EAST SOMERVILLE,1,99,42.389355,-71.088671,1,range_interpolation,74 Edmands St,,"Somerville, MA 02145",,74,Edmands St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnbdcm4gtngk8m297xgksf4za8zd,
"1 Ellsworth Street, Somerville MA",Ellsworth Street,1,EAST SOMERVILLE,1,99,42.386932,-71.086122,1,rooftop,1 Ellsworth St,,"Somerville, MA 02145",,1,Ellsworth St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnwwtpk32ugkxjh6l2fzcxhrlkt3,building_centroid
"26 Ellsworth Street, Somerville MA",Ellsworth Street,26,EAST SOMERVILLE,1,99,42.386967,-71.086252,1,range_interpolation,26 Ellsworth St,,"Somerville, MA 02145",,26,Ellsworth St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnwwtpk32ugkxjh7cg4snvb92qbe,
"50 Ellsworth Street, Somerville MA",Ellsworth Street,50,EAST SOMERVILLE,1,99,42.387044,-71.086475,1,range_interpolation,50 Ellsworth St,,"Somerville, MA 02145",,50,Ellsworth St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnwwtpk32ugkxjhs92pqxskfy2hf,
"74 Ellsworth Street, Somerville MA",Ellsworth Street,74,EAST SOMERVILLE,1,99,42.387116,-71.086698,1,range_interpolation,74 Ellsworth St,,"Somerville, MA 02145",,74,Ellsworth St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnwwtpk32ugkxjhaew3q2dgaksf5,
"1 Everett Avenue, Somerville MA",Everett Avenue,1,EAST SOMERVILLE,1,99,42.386698,-71.087635,0.94,nearest_rooftop_match,3 Everett Ave,,"Somerville, MA 02145",,3,Everett Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxef7akjm2gudhdrhyuwf5n5qcg,building_centroid
"26 Everett Avenue, Somerville MA",Everett Avenue,26,EAST SOMERVILLE,1,99,42.386811,-71.088979,1,rooftop,26 Everett Ave,,"Somerville, MA 02145",,26,Everett Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxef7akjm2gudhej8uxpah9mnhb,building_centroid
"50 Everett Avenue, Somerville MA",Everett Avenue,50,EAST SOMERVILLE,1,99,42.38716,-71.089065,1,range_interpolation,50 Everett Ave,,"Somerville, MA 02145",,50,Everett Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnxef7akjm2gudhwncvfhk24xc69,
"74 Everett Avenue, Somerville MA",Everett Avenue,74,EAST SOMERVILLE,1,99,42.387311,-71.089525,1,range_interpolation,74 Everett Ave,,"Somerville, MA 02145",,74,Everett Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnxef7akjm2gudhun4nf2m9zz42g,
"1 Flint Avenue, Somerville MA",Flint Avenue,1,EAST SOMERVILLE,1,99,42.38535,-71.088998,0.91,nearest_rooftop_match,5 Flint Ave,,"Somerville, MA 02145",,5,Flint Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnavpfza2fjphu6jdb5kvl35np95,building_centroid
"26 Flint Avenue, Somerville MA",Flint Avenue,26,EAST SOMERVILLE,1,99,42.385207,-71.08913,1,range_interpolation,26 Flint Ave,,"Somerville, MA 02145",,26,Flint Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnavpfza2fjphu6bxmd2dp275nth,
"50 Flint Avenue, Somerville MA",Flint Avenue,50,EAST SOMERVILLE,1,99,42.385343,-71.089028,1,range_interpolation,50 Flint Ave,,"Somerville, MA 02145",,50,Flint Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnavpfza2fjphu6waml4zwlxzg47,
"74 Flint Avenue, Somerville MA",Flint Avenue,74,EAST SOMERVILLE,1,99,42.385475,-71.088939,1,range_interpolation,74 Flint Ave,,"Somerville, MA 02145",,74,Flint Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnavpfza2fjphu69n3f7xqmqsuna,
"1 Flint Street, Somerville MA",Flint Street,1,EAST SOMERVILLE,1,199,42.384027,-71.08534,0.89,nearest_rooftop_match,11 Flint St,,"Somerville, MA 02145",,11,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn6h6p6wxwddn2fmvpcnyq9sf3t7,building_centroid
"34 Flint Street, Somerville MA",Flint Street,34,EAST SOMERVILLE,1,199,42.384172,-71.086943,1,rooftop,34 Flint St,,"Somerville, MA 02145",,34,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn6h6p6wxwddn2fgyb9xzzyuzgj2,building_centroid
"67 Flint Street, Somerville MA",Flint Street,67,EAST SOMERVILLE,1,199,42.385193,-71.089038,1,rooftop,67 Flint St,,"Somerville, MA 02145",,67,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn6h6p6wxwddn2f45fpwwt566fd8,building_centroid
"100 Flint Street, Somerville MA",Flint Street,100,EAST SOMERVILLE,1,199,42.385482,-71.090585,1,rooftop,100 Flint St,,"Somerville, MA 02145",,100,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn6h6p6wxwddn2f26xlvzqcmzw78,building_centroid
"133 Flint Street, Somerville MA",Flint Street,133,EAST SOMERVILLE,1,199,42.385248,-71.089996,1,range_interpolation,133 Flint St,,"Somerville, MA 02145",,133,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn6h6p6wxwddn2fbp3ahhnne2zde,
"166 Flint Street, Somerville MA",Flint Street,166,EAST SOMERVILLE,1,199,42.385653,-71.090217,1,range_interpolation,166 Flint St,,"Somerville, MA 02145",,166,Flint St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn6h6p6wxwddn2fl33abzzsrklyb,
"1 Florence Street, Somerville MA",Florence Street,1,EAST SOMERVILLE,1,99,42.394486,-71.093162,0.95,range_interpolation,1 Florence Ter,,"Somerville, MA 02145",,1,Florence Ter,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usncu8fy4cwvy8lfjh4r8h8x9yz74,
"26 Florence Street, Somerville MA",Florence Street,26,EAST SOMERVILLE,1,99,42.382809,-71.083364,1,rooftop,26 Florence St,,"Somerville, MA 02145",,26,Florence St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usncsara3e3fpn4bzfktb83sy5626,building_centroid
"50 Florence Street, Somerville MA",Florence Street,50,EAST SOMERVILLE,1,99,42.383812,-71.083116,1,rooftop,50 Florence St,,"Somerville, MA 02145",,50,Florence St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usncsara3e3fpn4bjujfkebnp3yy9,building_centroid
"74 Florence Street, Somerville MA",Florence Street,74,EAST SOMERVILLE,1,99,42.384991,-71.082367,1,rooftop,74 Florence St,,"Somerville, MA 02145",,74,Florence St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usncsara3e3fpn4bfbhusc6kcpjdb,building_centroid
"1 Foley Street, Somerville MA",Foley Street,1,EAST SOMERVILLE,1,499,42.392143,-71.082405,0.79,nearest_rooftop_match,111 Foley St,,"Somerville, MA 02145",,111,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn5h5ptjq5mj933p4r3w9w7kejl6,building_centroid
"84 Foley Street, Somerville MA",Foley Street,84,EAST SOMERVILLE,1,499,42.392707,-71.081372,1,range_interpolation,84 Foley St,,"Somerville, MA 02145",,84,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn5h5ptjq5mj933w8v765dx5yfr8,
"167 Foley Street, Somerville MA",Foley Street,167,EAST SOMERVILLE,1,499,42.393211,-71.08016,1,range_interpolation,167 Foley St,,"Somerville, MA 02145",,167,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn5h5ptjq5mj933gdvnzehlsfmad,
"250 Foley Street, Somerville MA",Foley Street,250,EAST SOMERVILLE,1,499,42.392835,-71.080605,1,range_interpolation,250 Foley St,,"Somerville, MA 02145",,250,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn5h5ptjq5mj933c435xdaybjhye,
"333 Foley Street, Somerville MA",Foley Street,333,EAST SOMERVILLE,1,499,42.393358,-71.079791,0.88,nearest_rooftop_match,320 Foley St,,"Somerville, MA 02145",,320,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn5h5ptjq5mj9337sytqv9sg5638,building_centroid
"416 Foley Street, Somerville MA",Foley Street,416,EAST SOMERVILLE,1,499,42.392721,-71.081286,1,range_interpolation,416 Foley St,,"Somerville, MA 02145",,416,Foley St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn5h5ptjq5mj933rwewa4muqlsz6,
"1 Fountain Avenue, Somerville MA",Fountain Avenue,1,EAST SOMERVILLE,1,199,42.383465,-71.089255,0.91,nearest_rooftop_match,5 Fountain Ave,,"Somerville, MA 02145",,5,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn9y9ajsfc4vth24g6q6f93v76z4,building_centroid
"34 Fountain Avenue, Somerville MA",Fountain Avenue,34,EAST SOMERVILLE,1,199,42.383372,-71.087838,1,rooftop,34 Fountain Ave,,"Somerville, MA 02145",,34,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn9y9ajsfc4vth258y372sr8u854,building_centroid
"67 Fountain Avenue, Somerville MA",Fountain Avenue,67,EAST SOMERVILLE,1,199,42.383444,-71.088031,1,range_interpolation,67 Fountain Ave,,"Somerville, MA 02145",,67,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn9y9ajsfc4vth2brmgaqearfxe5,
"100 Fountain Avenue, Somerville MA",Fountain Avenue,100,EAST SOMERVILLE,1,199,42.383248,-71.08849,1,range_interpolation,100 Fountain Ave,,"Somerville, MA 02145",,100,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn9y9ajsfc4vth279qfljqh3c9d2,
"133 Fountain Avenue, Somerville MA",Fountain Avenue,133,EAST SOMERVILLE,1,199,42.383064,-71.087682,0.8,nearest_rooftop_match,35 Fountain Ave,,"Somerville, MA 02145",,35,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn9y9ajsfc4vth2umyl8ulxs8ad4,building_centroid
"166 Fountain Avenue, Somerville MA",Fountain Avenue,166,EAST SOMERVILLE,1,199,42.383069,-71.08776,1,range_interpolation,166 Fountain Ave,,"Somerville, MA 02145",,166,Fountain Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usn9y9ajsfc4vth28dcghvgfrxll5,
"1 Franklin Avenue, Somerville MA",Franklin Avenue,1,EAST SOMERVILLE,1,199,42.38702,-71.082693,0.95,rooftop,1 Franklin St,,"Somerville, MA 02145",,1,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnlam66fyfywhpcbk6fzxzhehef8,building_centroid
"34 Franklin Avenue, Somerville MA",Franklin Avenue,34,EAST SOMERVILLE,1,199,42.38278,-71.085102,1,rooftop,34 Franklin Ave,,"Somerville, MA 02145",,34,Franklin Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnrd2n8pv2xeu57w8a496jg46zbf,building_centroid
"67 Franklin Avenue, Somerville MA",Franklin Avenue,67,EAST SOMERVILLE,1,199,42.382697,-71.085108,1,range_interpolation,67 Franklin Ave,,"Somerville, MA 02145",,67,Franklin Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnrd2n8pv2xeu57bjrmfmrjmjwwb,
"100 Franklin Avenue, Somerville MA",Franklin Avenue,100,EAST SOMERVILLE,1,199,42.382395,-71.084825,1,range_interpolation,100 Franklin Ave,,"Somerville, MA 02145",,100,Franklin Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnrd2n8pv2xeu57ysu7spmk3tlvg,
"133 Franklin Avenue, Somerville MA",Franklin Avenue,133,EAST SOMERVILLE,1,199,42.381593,-71.086029,0.95,range_interpolation,133 Franklin St,,"Somerville, MA 02145",,133,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnlam66fyfywhpce49pej9g4g8da,
"166 Franklin Avenue, Somerville MA",Franklin Avenue,166,EAST SOMERVILLE,1,199,42.382975,-71.084814,1,range_interpolation,166 Franklin Ave,,"Somerville, MA 02145",,166,Franklin Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnrd2n8pv2xeu577c8ewn9by68v7,
"1 Franklin Place, Somerville MA",Franklin Place,1,EAST SOMERVILLE,1,99,42.38702,-71.082693,0.95,rooftop,1 Franklin St,,"Somerville, MA 02145",,1,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnlam66fyfywhpcbk6fzxzhehef8,building_centroid
"26 Franklin Place, Somerville MA",Franklin Place,26,EAST SOMERVILLE,1,99,42.383294,-71.084867,1,range_interpolation,26 Franklin Pl,,"Somerville, MA 02145",,26,Franklin Pl,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usny4hl4au57ck2czmupraclvgkta,
"50 Franklin Place, Somerville MA",Franklin Place,50,EAST SOMERVILLE,1,99,42.383552,-71.084656,1,rooftop,50 Franklin Pl,,"Somerville, MA 02145",,50,Franklin Pl,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usny4hl4au57ck2cgqshvtwev5f32,building_centroid
"74 Franklin Place, Somerville MA",Franklin Place,74,EAST SOMERVILLE,1,99,42.383202,-71.084588,1,range_interpolation,74 Franklin Pl,,"Somerville, MA 02145",,74,Franklin Pl,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usny4hl4au57ck2c8j58u8ddt4thd,
"1 Franklin Street, Somerville MA",Franklin Street,1,EAST SOMERVILLE,1,199,42.38702,-71.082693,1,rooftop,1 Franklin St,,"Somerville, MA 02145",,1,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnlam66fyfywhpcbk6fzxzhehef8,building_centroid
"34 Franklin Street, Somerville MA",Franklin Street,34,EAST SOMERVILLE,1,199,42.384806,-71.083845,1,rooftop,34 Franklin St,,"Somerville, MA 02145",,34,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnlam66fyfywhpcplg7jw699bgrg,building_centroid
"67 Franklin Street, Somerville MA",Franklin Street,67,EAST SOMERVILLE,1,199,42.382719,-71.085286,1,range_interpolation,67 Franklin St,,"Somerville, MA 02145",,67,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnlam66fyfywhpcefr2jwrgn3zd3,
"100 Franklin Street, Somerville MA",Franklin Street,100,EAST SOMERVILLE,1,199,42.381858,-71.086218,1,range_interpolation,100 Franklin St,,"Somerville, MA 02145",,100,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnlam66fyfywhpc9cnvgc9daed3c,
"133 Franklin Street, Somerville MA",Franklin Street,133,EAST SOMERVILLE,1,199,42.381593,-71.086029,1,range_interpolation,133 Franklin St,,"Somerville, MA 02145",,133,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnlam66fyfywhpce49pej9g4g8da,
"166 Franklin Street, Somerville MA",Franklin Street,166,EAST SOMERVILLE,1,199,42.38148,-71.086375,1,range_interpolation,166 Franklin St,,"Somerville, MA 02145",,166,Franklin St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnlam66fyfywhpcyayls6brr3mzc,
"1 Garfield Avenue, Somerville MA",Garfield Avenue,1,EAST SOMERVILLE,1,99,42.389425,-71.086109,0.89,nearest_rooftop_match,11 Garfield Ave,,"Somerville, MA 02145",,11,Garfield Ave,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxgsxw7rldcktat6zuwbdtluvgf,building_centroid
"26 Garfield Avenue, Somerville MA",Garfield Avenue,26,EAST SOMERVILLE,1,99,42.389253,-71.086282,1,range_interpolation,26 Garfield Ave,,"Somerville, MA 02145",,26,Garfield Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnxgsxw7rldcktahj8qv3n9tv7d3,
"50 Garfield Avenue, Somerville MA",Garfield Avenue,50,EAST SOMERVILLE,1,99,42.389518,-71.086003,1,range_interpolation,50 Garfield Ave,,"Somerville, MA 02145",,50,Garfield Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnxgsxw7rldckta7sv5gy22uyrq2,
"74 Garfield Avenue, Somerville MA",Garfield Avenue,74,EAST SOMERVILLE,1,99,42.389789,-71.085725,1,range_interpolation,74 Garfield Ave,,"Somerville, MA 02145",,74,Garfield Ave,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnxgsxw7rldcktanb27q8nmyegsg,
"1 George Street, Somerville MA",George Street,1,EAST SOMERVILLE,1,99,42.386449,-71.079769,1,range_interpolation,1 George St,,"Somerville, MA 02145",,1,George St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnqr5wn843kyzfd4amqj2j7jgnmb,
"26 George Street, Somerville MA",George Street,26,EAST SOMERVILLE,1,99,42.386307,-71.08,1,range_interpolation,26 George St,,"Somerville, MA 02145",,26,George St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnqr5wn843kyzfdj8334eetzqqkg,
"50 George Street, Somerville MA",George Street,50,EAST SOMERVILLE,1,99,42.386112,-71.08009,1,range_interpolation,50 George St,,"Somerville, MA 02145",,50,George St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnqr5wn843kyzfd4hrtmvd3pzauh,
"74 George Street, Somerville MA",George Street,74,EAST SOMERVILLE,1,99,42.385911,-71.080201,1,range_interpolation,74 George St,,"Somerville, MA 02145",,74,George St,,,Somerville,MA,,Middlesex County,02145,US,,TIGER/Line® from the US Census Bureau,gcod_usnqr5wn843kyzfdmsum8pl25gsjf,
"1 Gilman Street, Somerville MA",Gilman Street,1,EAST SOMERVILLE,1,199,42.387326,-71.092177,0.89,nearest_rooftop_match,3 Gilman Ter,,"Somerville, MA 02145",,3,Gilman Ter,,,Somerville,MA,,Middlesex County,02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzqkdzm48cfxcdlln65stcrbhvh,building_centroid
