address,street,num,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"6 Herbert Street, Somerville MA","Herbert Street",6,"WEST SOMERVILLE",42.395056,-71.122782,1,rooftop,"6 Herbert St",,"Somerville, MA 02144",,6,"Herbert St",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnqusyduensenf3xbg8x4ktpkbta,building_centroid
"16 Herbert Street, Somerville MA","Herbert Street",16,"WEST SOMERVILLE",42.395363,-71.122982,1,rooftop,"16 Herbert St",,"Somerville, MA 02144",,16,"Herbert St",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnqusyduensenf37yhcefxnv99kc,building_centroid
