address,street,num,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"23 Kingston Street, Somerville MA","Kingston Street",23,"WEST SOMERVILLE",42.397186,-71.12612,1,rooftop,"23 Kingston St",,"Somerville, MA 02144",,23,"Kingston St",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnss2hthf7yh2s2bmt7jemjlvj96,building_centroid
"48 Kingston Street, Somerville MA","Kingston Street",48,"WEST SOMERVILLE",42.397029,-71.12725,1,rooftop,"48 Kingston St",,"Somerville, MA 02144",,48,"Kingston St",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnss2hthf7yh2s2wcmuccxsrddqh,building_centroid
