address,street,num,school,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"5 Arnold Avenue, Somerville MA","Arnold Avenue",5,KENNEDY,42.386599,-71.11303,1,rooftop,"5 Arnold Ave",,"Somerville, MA 02143",,5,"Arnold Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnkkcw7786hvheasq7b2xpen2m32,building_centroid
"11 Arnold Avenue, Somerville MA","Arnold Avenue",11,KENNEDY,42.386559,-71.112927,1,rooftop,"11 Arnold Ave",,"Somerville, MA 02143",,11,"Arnold Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnkkcw7786hvheaj68t2pgkvytkg,building_centroid
