address,street,num,school,range_low,range_high,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"74 Bow Street Place, Somerville MA","Bow Street Place",74,ARGENZIANO,1,99,42.382081,-71.099076,1,range_interpolation,"74 Bow Street Pl",,"Somerville, MA 02143",,74,"Bow Street Pl",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn67tns2sx8ctqczfwl3he7sf936,
"1 Bowdoin Street, Somerville MA","Bowdoin Street",1,ARGENZIANO,1,99,42.378715,-71.100831,1,range_interpolation,"1 Bowdoin St",,"Somerville, MA 02143",,1,"Bowdoin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnlwgplntpkqch48j9lgjpfshj7b,
"26 Bowdoin Street, Somerville MA","Bowdoin Street",26,ARGENZIANO,1,99,42.378457,-71.100693,1,range_interpolation,"26 Bowdoin St",,"Somerville, MA 02143",,26,"Bowdoin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnlwgplntpkqch4tdkgpsx8yyx2f,
"50 Bowdoin Street, Somerville MA","Bowdoin Street",50,ARGENZIANO,1,99,42.378541,-71.100689,1,range_interpolation,"50 Bowdoin St",,"Somerville, MA 02143",,50,"Bowdoin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnlwgplntpkqch4jnbn4gchqzt89,
"74 Bowdoin Street, Somerville MA","Bowdoin Street",74,ARGENZIANO,1,99,42.378624,-71.100685,1,range_interpolation,"74 Bowdoin St",,"Somerville, MA 02143",,74,"Bowdoin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnlwgplntpkqch4zzz4p7nvrkwaa,
"1 Buckingham Street, Somerville MA","Buckingham Street",1,ARGENZIANO,1,99,42.376256,-71.103225,0.89,nearest_rooftop_match,"7 Buckingham St",,"Somerville, MA 02143",,7,"Buckingham St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn99r6vgkztab84z55gy9ag7nlk8,building_centroid
"26 Buckingham Street, Somerville MA","Buckingham Street",26,ARGENZIANO,1,99,42.376136,-71.103435,1,range_interpolation,"26 Buckingham St",,"Somerville, MA 02143",,26,"Buckingham St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn99r6vgkztab84hcafhd9gyg4f5,
"50 Buckingham Street, Somerville MA","Buckingham Street",50,ARGENZIANO,1,99,42.376292,-71.103202,1,range_interpolation,"50 Buckingham St",,"Somerville, MA 02143",,50,"Buckingham St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn99r6vgkztab84lrl2pt4pxc5h9,
"74 Buckingham Street, Somerville MA","Buckingham Street",74,ARGENZIANO,1,99,42.376448,-71.102969,1,range_interpolation,"74 Buckingham St",,"Somerville, MA 02143",,74,"Buckingham St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn99r6vgkztab842ncxvcv6pavw4,
"1 Caldwell Avenue, Somerville MA","Caldwell Avenue",1,ARGENZIANO,1,99,42.37794,-71.104921,1,range_interpolation,"1 Caldwell Ave",,"Somerville, MA 02143",,1,"Caldwell Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usns6kwprexm3cdf5nyrmkzlk7af5,
"26 Caldwell Avenue, Somerville MA","Caldwell Avenue",26,ARGENZIANO,1,99,42.378152,-71.10486,1,range_interpolation,"26 Caldwell Ave",,"Somerville, MA 02143",,26,"Caldwell Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usns6kwprexm3cdfhxzfw8cl25f5f,
"50 Caldwell Avenue, Somerville MA","Caldwell Avenue",50,ARGENZIANO,1,99,42.378297,-71.104934,1,range_interpolation,"50 Caldwell Ave",,"Somerville, MA 02143",,50,"Caldwell Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usns6kwprexm3cdfpvrjp2vyxsb52,
"74 Caldwell Avenue, Somerville MA","Caldwell Avenue",74,ARGENZIANO,1,99,42.378441,-71.105007,1,range_interpolation,"74 Caldwell Ave",,"Somerville, MA 02143",,74,"Caldwell Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usns6kwprexm3cdfvsbqu7r2ah7t4,
"1 Calvin Street, Somerville MA","Calvin Street",1,ARGENZIANO,1,99,42.378642,-71.104245,0.94,nearest_rooftop_match,"3 Calvin St",,"Somerville, MA 02143",,3,"Calvin St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnyrkl2hnjd5w63l2rrjes3auga9,building_centroid
"26 Calvin Street, Somerville MA","Calvin Street",26,ARGENZIANO,1,99,42.377853,-71.10395,1,rooftop,"26 Calvin St",,"Somerville, MA 02143",,26,"Calvin St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnyrkl2hnjd5w638g85pfwvwxb2h,building_centroid
"50 Calvin Street, Somerville MA","Calvin Street",50,ARGENZIANO,1,99,42.377626,-71.104437,1,range_interpolation,"50 Calvin St",,"Somerville, MA 02143",,50,"Calvin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnyrkl2hnjd5w634erhlrd5k43w7,
"74 Calvin Street, Somerville MA","Calvin Street",74,ARGENZIANO,1,99,42.37745,-71.104739,1,range_interpolation,"74 Calvin St",,"Somerville, MA 02143",,74,"Calvin St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnyrkl2hnjd5w63hdb8s6db395l2,
"1 Carlton Street, Somerville MA","Carlton Street",1,ARGENZIANO,1,99,42.380365,-71.100323,1,range_interpolation,"1 Carlton St",,"Somerville, MA 02143",,1,"Carlton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnfznphwly3tsjgad5aeltkf5399,
"26 Carlton Street, Somerville MA","Carlton Street",26,ARGENZIANO,1,99,42.380513,-71.100056,1,range_interpolation,"26 Carlton St",,"Somerville, MA 02143",,26,"Carlton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnfznphwly3tsjgmlgtnd3w9vmfh,
"50 Carlton Street, Somerville MA","Carlton Street",50,ARGENZIANO,1,99,42.380739,-71.099916,1,range_interpolation,"50 Carlton St",,"Somerville, MA 02143",,50,"Carlton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnfznphwly3tsjgulcnaeh4wlzb7,
"74 Carlton Street, Somerville MA","Carlton Street",74,ARGENZIANO,1,99,42.380966,-71.099777,1,range_interpolation,"74 Carlton St",,"Somerville, MA 02143",,74,"Carlton St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnfznphwly3tsjgwh2jjm8bwlqgb,
"1 Carter Terrace, Somerville MA","Carter Terrace",1,ARGENZIANO,1,99,42.385437,-71.10476,0.89,nearest_rooftop_match,"11 Carter Ter",,"Somerville, MA 02143",,11,"Carter Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnhdlvsxrp4x2654ehwaguvuy3q3,building_centroid
"26 Carter Terrace, Somerville MA","Carter Terrace",26,ARGENZIANO,1,99,42.385724,-71.104519,1,range_interpolation,"26 Carter Ter",,"Somerville, MA 02143",,26,"Carter Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnhdlvsxrp4x265y9nydntvl9x83,
"50 Carter Terrace, Somerville MA","Carter Terrace",50,ARGENZIANO,1,99,42.385613,-71.104594,1,range_interpolation,"50 Carter Ter",,"Somerville, MA 02143",,50,"Carter Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnhdlvsxrp4x265tjpf42dlgndu2,
"74 Carter Terrace, Somerville MA","Carter Terrace",74,ARGENZIANO,1,99,42.385503,-71.10467,1,range_interpolation,"74 Carter Ter",,"Somerville, MA 02143",,74,"Carter Ter",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnhdlvsxrp4x265tf9tdqfmfnwn4,
"1 Charlestown Street, Somerville MA","Charlestown Street",1,ARGENZIANO,1,198,42.376815,-71.092568,1,range_interpolation,"1 Charlestown St",,"Somerville, MA 02143",,1,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnbqygjs3z868fdefc2mu5c39w88,
"34 Charlestown Street, Somerville MA","Charlestown Street",34,ARGENZIANO,1,198,42.376804,-71.091636,1,range_interpolation,"34 Charlestown St",,"Somerville, MA 02143",,34,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnbqygjs3z868fdgukllrgu9pfrg,
"67 Charlestown Street, Somerville MA","Charlestown Street",67,ARGENZIANO,1,198,42.376699,-71.093081,1,range_interpolation,"67 Charlestown St",,"Somerville, MA 02143",,67,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnbqygjs3z868fd6fcjsm27vmdth,
"100 Charlestown Street, Somerville MA","Charlestown Street",100,ARGENZIANO,1,198,42.376577,-71.09199,1,rooftop,"100 Charlestown St",,"Somerville, MA 02143",,100,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnbqygjs3z868fdpq6nfvdgd2gz7,building_centroid
"132 Charlestown Street, Somerville MA","Charlestown Street",132,ARGENZIANO,1,198,42.376946,-71.092117,1,range_interpolation,"132 Charlestown St",,"Somerville, MA 02143",,132,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnbqygjs3z868fdjkqkhgdsbj8mb,
"165 Charlestown Street, Somerville MA","Charlestown Street",165,ARGENZIANO,1,198,42.376577,-71.09199,0.83,nearest_rooftop_match,"100 Charlestown St",,"Somerville, MA 02143",,100,"Charlestown St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnbqygjs3z868fdpq6nfvdgd2gz7,building_centroid
"1 Church Street, Somerville MA","Church Street",1,ARGENZIANO,1,99,42.380675,-71.100876,0.94,nearest_rooftop_match,"3 Church St",,"Somerville, MA 02143",,3,"Church St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn3y9zhuqca9hrdeesf7bjbmynx5,building_centroid
"26 Church Street, Somerville MA","Church Street",26,ARGENZIANO,1,99,42.381337,-71.100481,1,range_interpolation,"26 Church St",,"Somerville, MA 02143",,26,"Church St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn3y9zhuqca9hrdjl629gfku8xmg,
"50 Church Street, Somerville MA","Church Street",50,ARGENZIANO,1,99,42.382371,-71.100183,1,rooftop,"50 Church St",,"Somerville, MA 02143",,50,"Church St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn3y9zhuqca9hrd47l4vwkvabtth,building_centroid
"74 Church Street, Somerville MA","Church Street",74,ARGENZIANO,1,99,42.382529,-71.099662,1,range_interpolation,"74 Church St",,"Somerville, MA 02143",,74,"Church St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usn3y9zhuqca9hrdjpvv9e4j76443,
"1 Clark Street, Somerville MA","Clark Street",1,ARGENZIANO,1,99,42.377759,-71.09633,1,rooftop,"1 Clark St",,"Somerville, MA 02143",,1,"Clark St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usna86864gu55a5h5ycmtfm5a3hcf,building_centroid
"26 Clark Street, Somerville MA","Clark Street",26,ARGENZIANO,1,99,42.377961,-71.097488,1,rooftop,"26 Clark St",,"Somerville, MA 02143",,26,"Clark St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usna86864gu55a5hrmuls4nkcscgh,building_centroid
"50 Clark Street, Somerville MA","Clark Street",50,ARGENZIANO,1,99,42.377886,-71.097292,1,range_interpolation,"50 Clark St",,"Somerville, MA 02143",,50,"Clark St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usna86864gu55a5hxuu6uvyapvlx4,
"74 Clark Street, Somerville MA","Clark Street",74,ARGENZIANO,1,99,42.377662,-71.096879,1,range_interpolation,"74 Clark St",,"Somerville, MA 02143",,74,"Clark St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usna86864gu55a5h4u6khq86q8hm3,
"1 Cleveland Street, Somerville MA","Cleveland Street",1,ARGENZIANO,1,99,42.385136,-71.106563,0.89,nearest_rooftop_match,"13 Cleveland St",,"Somerville, MA 02143",,13,"Cleveland St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnvnjc76l5ev7jh8q6lye9dlz6ra,building_centroid
"26 Cleveland Street, Somerville MA","Cleveland Street",26,ARGENZIANO,1,99,42.385038,-71.106339,1,range_interpolation,"26 Cleveland St",,"Somerville, MA 02143",,26,"Cleveland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnvnjc76l5ev7jhfmlbwr7scy6rd,
"50 Cleveland Street, Somerville MA","Cleveland Street",50,ARGENZIANO,1,99,42.385179,-71.106744,1,range_interpolation,"50 Cleveland St",,"Somerville, MA 02143",,50,"Cleveland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnvnjc76l5ev7jhunkv37lbhhn64,
"74 Cleveland Street, Somerville MA","Cleveland Street",74,ARGENZIANO,1,99,42.385309,-71.107161,1,range_interpolation,"74 Cleveland St",,"Somerville, MA 02143",,74,"Cleveland St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnvnjc76l5ev7jh2xdk5lsuh87y8,
"1 Columbus Avenue, Somerville MA","Columbus Avenue",1,ARGENZIANO,1,99,42.379913,-71.092735,0.91,nearest_rooftop_match,"5 Columbus Ave",,"Somerville, MA 02143",,5,"Columbus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnd46rvxbjcc4t8bgdzhesng3tr8,building_centroid
"26 Columbus Avenue, Somerville MA","Columbus Avenue",26,ARGENZIANO,1,99,42.380767,-71.09343,1,range_interpolation,"26 Columbus Ave",,"Somerville, MA 02143",,26,"Columbus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnd46rvxbjcc4t8r9s8sjy4ba8de,
"50 Columbus Avenue, Somerville MA","Columbus Avenue",50,ARGENZIANO,1,99,42.381325,-71.094599,1,rooftop,"50 Columbus Ave",,"Somerville, MA 02143",,50,"Columbus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnd46rvxbjcc4t83tsxp5ja4ksub,building_centroid
"74 Columbus Avenue, Somerville MA","Columbus Avenue",74,ARGENZIANO,1,99,42.382079,-71.095217,1,range_interpolation,"74 Columbus Ave",,"Somerville, MA 02143",,74,"Columbus Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnd46rvxbjcc4t8efgqs8aklfc67,
"1 Concord Avenue, Somerville MA","Concord Avenue",1,ARGENZIANO,1,199,42.376714,-71.096063,0.89,nearest_rooftop_match,"4 Concord Ave",,"Somerville, MA 02143",,4,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnrf2sszc9wk3e3g4gspsxe9grq8,building_centroid
"34 Concord Avenue, Somerville MA","Concord Avenue",34,ARGENZIANO,1,199,42.376536,-71.097564,1,rooftop,"34 Concord Ave",,"Somerville, MA 02143",,34,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnrf2sszc9wk3e3hwac959t3vhb8,building_centroid
"67 Concord Avenue, Somerville MA","Concord Avenue",67,ARGENZIANO,1,199,42.376689,-71.099698,1,rooftop,"67 Concord Ave",,"Somerville, MA 02143",,67,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnrf2sszc9wk3e3p7arrvj9nbfwa,building_centroid
"100 Concord Avenue, Somerville MA","Concord Avenue",100,ARGENZIANO,1,199,42.375453,-71.101752,1,rooftop,"100 Concord Ave",,"Somerville, MA 02143",,100,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnrf2sszc9wk3e3yy2rtq84gp2s3,building_centroid
"133 Concord Avenue, Somerville MA","Concord Avenue",133,ARGENZIANO,1,199,42.375316,-71.10194,1,range_interpolation,"133 Concord Ave",,"Somerville, MA 02143",,133,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnrf2sszc9wk3e36nhk48gneqgue,
"166 Concord Avenue, Somerville MA","Concord Avenue",166,ARGENZIANO,1,199,42.375407,-71.102348,1,range_interpolation,"166 Concord Ave",,"Somerville, MA 02143",,166,"Concord Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnrf2sszc9wk3e3er4v8s7l763wf,
"1 Cooney Street, Somerville MA","Cooney Street",1,ARGENZIANO,1,99,42.375691,-71.104702,1,range_interpolation,"1 Cooney St",,"Somerville, MA 02143",,1,"Cooney St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usncr628wbxmdk3am4j58j4z5bxdd,
"26 Cooney Street, Somerville MA","Cooney Street",26,ARGENZIANO,1,99,42.375703,-71.104399,1,range_interpolation,"26 Cooney St",,"Somerville, MA 02143",,26,"Cooney St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usncr628wbxmdk3ajunuzhjec22r6,
"50 Cooney Street, Somerville MA","Cooney Street",50,ARGENZIANO,1,99,42.375846,-71.104188,1,range_interpolation,"50 Cooney St",,"Somerville, MA 02143",,50,"Cooney St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usncr628wbxmdk3ara8cze9n4kdl5,
"74 Cooney Street, Somerville MA","Cooney Street",74,ARGENZIANO,1,99,42.375988,-71.103977,1,range_interpolation,"74 Cooney St",,"Somerville, MA 02143",,74,"Cooney St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usncr628wbxmdk3asjvrvpcswa7f5,
"1 Cypress Street, Somerville MA","Cypress Street",1,ARGENZIANO,1,99,42.383583,-71.106997,0.91,nearest_rooftop_match,"2 Cypress St",,"Somerville, MA 02143",,2,"Cypress St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnqqc976afwyhndp2t2xscgcw9k8,building_centroid
"26 Cypress Street, Somerville MA","Cypress Street",26,ARGENZIANO,1,99,42.383922,-71.106903,1,range_interpolation,"26 Cypress St",,"Somerville, MA 02143",,26,"Cypress St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnqqc976afwyhndw69efk8jyl3ge,
"50 Cypress Street, Somerville MA","Cypress Street",50,ARGENZIANO,1,99,42.384012,-71.107147,1,range_interpolation,"50 Cypress St",,"Somerville, MA 02143",,50,"Cypress St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnqqc976afwyhndges2ya779mhy2,
"74 Cypress Street, Somerville MA","Cypress Street",74,ARGENZIANO,1,99,42.384101,-71.107392,1,range_interpolation,"74 Cypress St",,"Somerville, MA 02143",,74,"Cypress St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnqqc976afwyhndjgsssk2achm4g,
"1 Dane Avenue, Somerville MA","Dane Avenue",1,ARGENZIANO,1,99,42.38036,-71.104105,1,range_interpolation,"1 Dane Ave",,"Somerville, MA 02143",,1,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnx86b2e9bbbxcbx3arvaeucnf4d,
"26 Dane Avenue, Somerville MA","Dane Avenue",26,ARGENZIANO,1,99,42.380412,-71.103299,1,range_interpolation,"26 Dane Ave",,"Somerville, MA 02143",,26,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnx86b2e9bbbxcbjymxu7sldzat8,
"50 Dane Avenue, Somerville MA","Dane Avenue",50,ARGENZIANO,1,99,42.380162,-71.102363,1,range_interpolation,"50 Dane Ave",,"Somerville, MA 02143",,50,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnx86b2e9bbbxcblepax9c286342,
"74 Dane Avenue, Somerville MA","Dane Avenue",74,ARGENZIANO,1,99,42.380403,-71.10322,1,range_interpolation,"74 Dane Ave",,"Somerville, MA 02143",,74,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnx86b2e9bbbxcb89tyt99mqlgac,
"1 Dane Street, Somerville MA","Dane Street",1,ARGENZIANO,1,99,42.38036,-71.104105,0.95,range_interpolation,"1 Dane Ave",,"Somerville, MA 02143",,1,"Dane Ave",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnx86b2e9bbbxcbx3arvaeucnf4d,
"26 Dane Street, Somerville MA","Dane Street",26,ARGENZIANO,1,99,42.381692,-71.104038,1,range_interpolation,"26 Dane St",,"Somerville, MA 02143",,26,"Dane St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnxzzucmuyjseuee5bt8jbw7bqvg,
"50 Dane Street, Somerville MA","Dane Street",50,ARGENZIANO,1,99,42.380189,-71.104349,1,rooftop,"50 Dane St",,"Somerville, MA 02143",,50,"Dane St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxzzucmuyjseueyktxx5b5ccs82,building_centroid
"74 Dane Street, Somerville MA","Dane Street",74,ARGENZIANO,1,99,42.379255,-71.103972,1,rooftop,"74 Dane St",,"Somerville, MA 02143",,74,"Dane St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxzzucmuyjseueevr9lsx8g3w9h,building_centroid
"1 Dickinson Street, Somerville MA","Dickinson Street",1,ARGENZIANO,1,99,42.375873,-71.10041,0.89,nearest_rooftop_match,"11 Dickinson St",,"Somerville, MA 02143",,11,"Dickinson St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnkgb7huetbm54aknktu5urw7ns7,building_centroid
"26 Dickinson Street, Somerville MA","Dickinson Street",26,ARGENZIANO,1,99,42.375424,-71.100715,0.94,nearest_rooftop_match,"28 Dickinson St",,"Somerville, MA 02143",,28,"Dickinson St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnkgb7huetbm54aws5l8hy32sg9h,building_centroid
"50 Dickinson Street, Somerville MA","Dickinson Street",50,ARGENZIANO,1,99,42.374988,-71.101151,1,range_interpolation,"50 Dickinson St",,"Somerville, MA 02143",,50,"Dickinson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnkgb7huetbm54av97mhegswfzp8,
"74 Dickinson Street, Somerville MA","Dickinson Street",74,ARGENZIANO,1,99,42.374742,-71.101199,1,range_interpolation,"74 Dickinson St",,"Somerville, MA 02143",,74,"Dickinson St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnkgb7huetbm54aahusbhr6dpnz7,
"1 Dimick Street, Somerville MA","Dimick Street",1,ARGENZIANO,1,99,42.376047,-71.101683,0.91,nearest_rooftop_match,"5 Dimick St",,"Somerville, MA 02143",,5,"Dimick St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnqcjx2ubbu3gvaec2vs9ddl6x48,building_centroid
"26 Dimick Street, Somerville MA","Dimick Street",26,ARGENZIANO,1,99,42.37638,-71.102591,1,rooftop,"26 Dimick St",,"Somerville, MA 02143",,26,"Dimick St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnqcjx2ubbu3gvaf2nfxq6eybns2,building_centroid
"50 Dimick Street, Somerville MA","Dimick Street",50,ARGENZIANO,1,99,42.37735,-71.103382,1,range_interpolation,"50 Dimick St",,"Somerville, MA 02143",,50,"Dimick St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnqcjx2ubbu3gva7blsgqu4x5n2f,
"74 Dimick Street, Somerville MA","Dimick Street",74,ARGENZIANO,1,99,42.377539,-71.103735,1,range_interpolation,"74 Dimick St",,"Somerville, MA 02143",,74,"Dimick St",,,Somerville,MA,,"Middlesex County",02143,US,,"TIGER/Line® from the US Census Bureau",gcod_usnqcjx2ubbu3gvarvwsp5h2gedkb,
"1 Durham Street, Somerville MA","Durham Street",1,ARGENZIANO,1,99,42.379444,-71.105706,1,rooftop,"1 Durham St",,"Somerville, MA 02143",,1,"Durham St",,,Somerville,MA,,"Middlesex County",02143,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnmz49dx2xmh5w5avcgayhxfd3lh,building_centroid
